width,height,majority_pct,density,alpha,beta,decay,vision,aversion,iteration,step_count,Avg_Maj_Grievance,Avg_Min_Grievance,Avg_Maj_Threshold,Overall_Violence_Level
80,80,0.7,0.7,0.05,0.013,0.8,1,0.5,0,50,0.0,0.0,0.7788208063039156,0.00014109015661007383
80,80,0.7,0.7,0.05,0.013,0.8,1,0.5,2,50,0.0,0.0,0.7814159388820454,0.00021923643083090607
80,80,0.7,0.7,0.05,0.013,0.8,1,0.5,1,50,0.0,0.0,0.7769693479878208,9.379396592152572e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.0,0,50,0.0,0.0,0.7798149071486978,3.1253906738342295e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.0,1,50,0.0,0.0,0.773551937993249,1.5626464981091976e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.0,2,50,0.0,0.0,0.7783126998021366,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.1,0,50,0.0,0.0,0.7811115704430472,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.0,2,50,0.0,0.0,0.7804700374184931,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.1,1,50,0.0,0.0,0.7810473444772165,3.1253906738342295e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.1,2,50,0.0,0.0,0.7778047871321188,1.5626709171315614e-05
80,80,0.7,0.7,0.05,0.013,0.7,10,0.0,1,50,0.0,0.0,0.782167788778268,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.2,1,50,0.0,0.0,0.7789589293561698,7.81970879404451e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.2,0,50,0.0,0.0,0.7780506704114922,1.5627197574658936e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.2,2,50,0.0,0.0,0.7771277362394482,4.689405070810016e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.3,0,50,0.0,0.0,0.7781612350520811,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.1,0,50,0.0,0.0,0.7823916564149717,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.0,0,50,0.0,0.0,0.7789501513472196,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.3,1,50,0.0,0.0,0.7791058798720321,4.689405070810016e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.3,2,50,0.0,0.0,0.7781853872114625,0.00012513099651197346
80,80,0.7,0.7,0.05,0.013,0.7,10,0.2,2,50,0.0,0.0,0.7826175629795502,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.1,1,50,0.0,0.0,0.7888964299519402,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.2,1,50,0.0,0.0,0.7828706138137286,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.4,0,50,0.0,0.0,0.7804869182490575,0.00010944682447856406
80,80,0.7,0.7,0.05,0.013,0.9,1,0.4,1,50,0.0,0.0,0.7762390299186587,0.0
80,80,0.7,0.7,0.05,0.013,0.9,1,0.4,2,50,0.0,0.0,0.7813156604744802,9.379689844922461e-05
80,80,0.7,0.7,0.05,0.013,0.9,1,0.5,0,50,0.0,0.0,0.7796332942821911,0.0002975631147027501
80,80,0.7,0.7,0.05,0.013,0.9,1,0.5,1,50,0.0,0.0,0.7763823444430039,0.0002034874620417619
80,80,0.7,0.7,0.05,0.013,0.9,1,0.5,2,50,0.0,0.0,0.7777408846218904,0.0002981046818124765
80,80,0.7,0.7,0.05,0.013,0.7,10,0.1,2,50,0.0,0.0,0.7872852555590103,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.2,0,50,0.0,0.0,0.7857129695440935,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.3,0,50,0.0,0.0,0.7825173424830721,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.0,0,50,0.0,0.0,0.751976509445901,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.0,1,50,0.0,0.0,0.7487808779504747,1.5627930236919424e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.0,2,50,0.0,0.0,0.7440217052567304,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.1,0,50,0.0,0.0,0.7478282521296722,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.1,1,50,0.0,0.0,0.7510140248966979,1.5632572027075615e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.1,2,50,0.0,0.0,0.7503005153580927,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.2,0,50,0.0,0.0,0.7536494339293605,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.2,1,50,0.0,0.0,0.7468732909930292,3.1282749127993365e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.2,2,50,0.0,0.0,0.7440281258161122,1.5650921839296335e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.3,0,50,0.0,0.0,0.7523048883727689,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.3,1,50,0.0,0.0,0.7479812738855749,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.3,2,50,0.0,0.0,0.7501309601418066,1.5636238546455264e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.4,0,50,0.0,0.0,0.7514914387758336,0.0
80,80,0.7,0.7,0.05,0.01,0.5,1,0.4,1,50,0.0,0.0,0.7485777382857811,4.6941010796432484e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.4,2,50,0.0,0.0,0.7503211099662838,1.5647248431363346e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.5,0,50,0.0,0.0,0.7447298409930332,4.6961585423123884e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.5,1,50,0.0,0.0,0.7493399234404978,9.398349023354897e-05
80,80,0.7,0.7,0.05,0.01,0.5,1,0.5,2,50,0.0,0.0,0.7480135732860125,4.6924857661265094e-05
80,80,0.7,0.7,0.05,0.013,0.7,10,0.4,0,50,0.0,0.0,0.7830389040067438,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.3,1,50,0.0,0.0,0.7858136304870088,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.3,2,50,0.0,0.0,0.7844328231617845,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.5,1,50,0.0,0.0,0.7836188588859587,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.5,0,50,0.0,0.0,0.7866486694202969,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.4,1,50,0.0,0.0,0.7877409507615263,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.5,2,50,0.0,0.0,0.7802902356104382,0.0
80,80,0.7,0.7,0.05,0.013,0.7,10,0.4,2,50,0.0,0.0,0.78416736128703,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.0,1,50,0.0,0.0,0.7840170359693542,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.1,2,50,0.0,0.0,0.7796269833750494,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.1,1,50,0.0,0.0,0.7793987914310506,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.4,0,50,0.0,0.0,0.7818444638300451,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.3,1,50,0.0,0.0,0.7802580367957853,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.1,0,50,0.0,0.0,0.7830270740919721,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.0,2,50,0.0,0.0,0.7823691359181965,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.0,0,50,0.0,0.0,0.7829123881818478,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.4,1,50,0.0,0.0,0.7858308213893929,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.4,2,50,0.0,0.0,0.7853892654385753,0.0
